,0
89,-0.04345984444502712
90,-0.02688212379181221
91,0.054429852844023734
92,0.026710182605537012
93,0.047509481894656494
94,-0.0505722663691481
95,-0.021576249408601974
96,-0.08732049885398481
97,0.013100955934690014
98,0.07811964201740004
99,0.038395042887018754
100,-0.07810818376897372
101,0.00668573997817926
102,-0.07050299786036278
103,-0.0590807794361675
104,-0.04424707535251059
105,-0.1099199494557662
106,-0.064398619919728
107,-0.031152957357270895
108,-0.10066702783773943
109,-0.06461947232556958
110,-0.040853685801051545
111,-0.02232059609781225
112,-0.0310441589818769
113,-0.015669491134196446
114,0.0037578426030310105
115,-0.08034379769071572
116,0.008025689175551286
117,-0.036068797124965676
118,-0.07589489742313298
119,-0.015293316880019047
120,0.05289434589515793
121,-0.002153179713146742
122,-0.04054739865387988
123,-0.01394300318857147
124,-0.15789715965190446
125,-0.09453870960510068
126,0.06667369849385314
127,0.05868538623343911
128,-0.1325302979968322
129,-0.0018705478621506052
130,-0.06986966732140285
131,0.10013984807915019
132,-0.09872012851353534
133,-0.043204908428085775
134,0.1590009351429708
135,0.03287161669530711
136,0.13422775844415413
137,0.13059810544946032
138,0.026843934195628947
139,-0.023283059311197653
140,-0.043389895115111696
141,-0.13025915529565896
142,0.010707504460112075
143,-0.005206712159106857
144,-0.017857297170957978
145,-0.12977573623356692
146,0.001050611707856199
147,-0.0037987098691492607
148,0.029943737552602243
149,-0.04187292398359289
150,0.037351789298506057
151,0.01509044343305543
152,-0.022336610041714666
153,0.05605440394037672
154,0.04108486445323985
155,-0.012426884095132006
156,0.05649141111449431
157,-0.07129670047246069
158,0.031325386080330274
159,-0.051429750453072506
160,0.009241877398261898
161,-0.044493622143380485
162,-0.049630554168832955
163,0.05759564604233716
164,0.0030848655160214786
165,-0.11819230345697711
166,0.0132339034120521
167,-0.057222717411918346
168,0.0225115867024188
169,-0.012062533536024109
170,-0.11621238907344768
171,0.1589938826401313
172,0.08486165280883257
173,-0.00591240031085726
174,0.017053081118374655
175,-0.00544291526898947
176,-0.12111692724096122
177,-0.03235673995679746
178,0.0041934057758840956
179,-0.05387261805170057
180,-0.12072723123726622
181,-0.01976251784910321
182,-0.0010286305231725823
183,0.05496957179536167
184,-0.1406379430417903
185,-0.13413300823277835
186,-0.2133166835216978
187,-0.11876516438319874
188,-0.038637065975589344
189,0.03336825649771372
190,-0.06423661898093522
191,-0.021318470326928213
192,-0.03724365292037414
193,0.0217292858538735
194,-0.0316417785683225
195,0.11289026160215838
196,0.07332927088160714
197,-0.005071397564828073
198,0.11217446586059604
199,0.06961740111587772
200,0.0640241754157172
201,-0.11907876326927225
202,-0.027581713177541854
203,0.00426479039111761
204,0.015988943232986007
205,-0.056678946711418425
206,-0.0008839642459979241
207,0.03307529698667069
208,0.014974727292615574
209,0.04583035654261857
210,0.09657593647697149
211,0.03482479526670489
212,0.05085313405471939
213,-0.037572594390755505
214,-0.09538379019574117
215,0.06228623729036342
216,-0.029184477620525555
217,0.06976949677973159
218,-0.10817535837416227
219,0.009750686486572173
220,-0.05009628672962954
221,0.0060588197054013875
222,0.005875703081508191
223,-0.019027465058402603
224,0.07517046322538513
225,-0.062411257706142136
226,-0.1771766766239969
227,0.13703866529222272
228,-0.04423127539264399
229,0.01704881118570037
230,0.12557730035876527
231,-0.09721874174878348
232,-0.12634941068607505
233,-0.06514259404889831
234,-0.0012054713956391868
235,-0.035145906861323795
236,-0.09420787967004908
237,-0.017806972818309917
238,-0.029134992774843025
239,-0.02619490522003829
240,-0.02588404127996607
241,0.013551348216132388
242,0.03853783700166208
243,0.006703218368474891
244,0.034755258008664934
245,0.046156545228717545
246,-0.04184637865356329
247,0.06804059152472677
248,-0.039898823423154116
249,-0.005064656788556162
250,-0.08594235980995774
251,0.0072790800473408
252,-0.036396877210736756
253,-0.0756116122197696
254,-0.025582693161612942
255,0.0348446396130921
